snaptime,disk,file#,name,phyrds,phyblkrd,phywrts,phyblkwrt,singleblkrds,singleblkrdtim,avgiotim,readtim,writetim,miniotim,maxiortm,maxiowtm,rw_ratio,global_name
2024-09-29 10:09:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307510,1660253,284188,471896,171549,3823,4,5788,61776,0,519,2328,3.52,SOE
2024-09-29 10:09:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226928,226928,21089510,308117882,226928,11364,7,11364,20406523,0,71,124,0,SOE
2024-09-29 10:09:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4169,4169,4175,5761,4169,105,0,105,246,0,3,5,.72,SOE
2024-09-29 10:09:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,73159386,85153201,37782378,49017844,73044842,5880671,1,6051997,554865385,0,44,44,1.74,SOE
2024-09-29 10:10:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397181,831921,108143,216856,378165,4605,3,5211,43900,0,43,122,3.84,SOE
2024-09-29 10:10:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307513,1660256,284190,471898,171552,3824,4,5788,61776,0,519,2328,3.52,SOE
2024-09-29 10:10:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226930,226930,21090372,308130186,226930,11364,6,11364,20411711,0,71,124,0,SOE
2024-09-29 10:10:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4171,4171,4177,5763,4171,105,0,105,246,0,3,5,.72,SOE
2024-09-29 10:10:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,73542508,85536325,37942248,49243430,73427968,5907749,0,6079077,555404003,0,68,69,1.74,SOE
2024-09-29 10:11:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397202,832003,108144,216857,378177,4606,3,5212,43900,0,43,122,3.84,SOE
2024-09-29 10:11:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307519,1660262,284191,471899,171558,3824,4,5788,61776,0,519,2328,3.52,SOE
2024-09-29 10:11:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226931,226931,21091344,308142823,226931,11364,9,11364,20421832,0,71,124,0,SOE
2024-09-29 10:11:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4172,4172,4178,5764,4172,105,0,105,246,0,3,5,.72,SOE
2024-09-29 10:11:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,73946235,85940045,38118844,49487991,73831699,5935015,0,6106347,556346862,0,2,28,1.74,SOE
2024-09-29 10:12:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397210,832011,108146,216859,378185,4606,3,5212,43900,0,43,122,3.84,SOE
2024-09-29 10:12:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307522,1660265,284194,471902,171561,3824,4,5788,61779,0,519,2328,3.52,SOE
2024-09-29 10:12:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226933,226933,21092247,308155502,226933,11364,9,11364,20429056,0,71,124,0,SOE
2024-09-29 10:12:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4174,4174,4180,5766,4174,108,0,108,246,0,3,5,.72,SOE
2024-09-29 10:12:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,74340021,86333828,38280314,49717282,74225487,5961602,4,6132935,557033026,0,13,41,1.74,SOE
2024-09-29 10:13:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397226,832033,108149,216862,378200,4606,3,5212,43911,0,43,122,3.84,SOE
2024-09-29 10:13:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307529,1660276,284196,471904,171567,3824,3,5788,61779,0,519,2328,3.52,SOE
2024-09-29 10:13:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226935,226935,21093154,308168314,226935,11364,8,11364,20435915,0,71,124,0,SOE
2024-09-29 10:13:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4176,4176,4182,5768,4176,108,0,108,246,0,3,5,.72,SOE
2024-09-29 10:13:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,74730369,86724175,38446403,49951442,74615841,5988432,1,6159766,557724112,0,3,24,1.74,SOE
2024-09-29 10:14:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397237,832044,108152,216865,378211,4606,3,5212,43929,0,43,122,3.84,SOE
2024-09-29 10:14:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307534,1660281,284197,471905,171572,3824,3,5788,61779,0,519,2328,3.52,SOE
2024-09-29 10:14:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226936,226936,21094630,308179736,226936,11364,21,11364,20464966,0,71,124,0,SOE
2024-09-29 10:14:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4177,4177,4183,5769,4177,108,0,108,246,0,3,5,.72,SOE
2024-09-29 10:14:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,75121147,87114952,38612831,50165941,75006615,6019986,14,6191323,559743374,0,10,103,1.74,SOE
2024-09-29 10:15:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397247,832054,108158,216871,378221,4607,3,5213,43972,0,43,122,3.84,SOE
2024-09-29 10:15:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307537,1660284,284199,471907,171575,3824,3,5788,61779,0,519,2328,3.52,SOE
2024-09-29 10:15:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226938,226938,21096613,308192957,226938,11364,19,11364,20502021,0,71,124,0,SOE
2024-09-29 10:15:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4179,4179,4185,5771,4179,108,0,108,248,0,3,5,.72,SOE
2024-09-29 10:15:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,75504812,87498619,38793831,50401465,75390279,6049080,1,6220417,561907249,0,10,103,1.74,SOE
2024-09-29 10:16:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397271,832081,108162,216875,378244,4607,3,5214,44011,0,43,122,3.84,SOE
2024-09-29 10:16:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307543,1660290,284200,471908,171581,3825,3,5790,61779,0,519,2328,3.52,SOE
2024-09-29 10:16:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226939,226939,21099216,308206047,226939,11364,18,11364,20554814,0,71,124,0,SOE
2024-09-29 10:16:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4180,4180,4186,5772,4180,108,0,108,249,0,3,5,.72,SOE
2024-09-29 10:16:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,75904533,87898342,38981726,50635624,75790006,6080985,1,6252326,564768013,0,16,94,1.74,SOE
2024-09-29 10:17:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397275,832085,108164,216877,378248,4607,3,5214,44011,0,43,122,3.84,SOE
2024-09-29 10:17:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307546,1660293,284203,471911,171584,3825,3,5790,61812,0,519,2328,3.52,SOE
2024-09-29 10:17:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226941,226941,21102217,308217979,226941,11364,27,11364,20631524,0,71,124,0,SOE
2024-09-29 10:17:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4182,4182,4188,5774,4182,108,0,108,251,0,3,5,.72,SOE
2024-09-29 10:17:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,76311995,88305800,39159367,50847838,76197470,6112128,3,6283470,568416542,0,3,74,1.74,SOE
2024-09-29 10:18:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397453,832677,108251,217005,378407,4617,3,5224,45195,0,43,122,3.84,SOE
2024-09-29 10:18:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307578,1660325,284221,471929,171616,3828,4,5793,62090,0,519,2328,3.52,SOE
2024-09-29 10:18:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226942,226942,21106116,308230936,226942,11364,25,11364,20725922,0,71,124,0,SOE
2024-09-29 10:18:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4183,4183,4189,5775,4183,108,0,108,251,0,3,5,.72,SOE
2024-09-29 10:18:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,76713114,88706917,39350987,51072596,76598590,6140948,0,6312295,572064647,0,5,92,1.74,SOE
2024-09-29 10:19:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397600,832824,108259,217013,378554,4626,3,5233,45291,0,43,122,3.84,SOE
2024-09-29 10:19:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307701,1661496,284228,471936,171658,3830,3,5801,62140,0,519,2328,3.52,SOE
2024-09-29 10:19:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226944,226944,21109228,308244581,226944,11364,24,11364,20796995,0,71,124,0,SOE
2024-09-29 10:19:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4185,4185,4191,5777,4185,108,0,108,251,0,3,5,.72,SOE
2024-09-29 10:19:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,77108867,89102667,39542818,51311830,76994341,6171813,15,6343160,575423745,0,16,88,1.74,SOE
2024-09-29 10:20:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397606,832830,108264,217018,378560,4627,3,5233,45305,0,43,122,3.84,SOE
2024-09-29 10:20:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307704,1661499,284295,472003,171661,3830,3,5801,62422,0,519,2328,3.52,SOE
2024-09-29 10:20:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226946,226946,21113265,308258332,226946,11364,21,11364,20891427,0,71,124,0,SOE
2024-09-29 10:20:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4187,4187,4193,5779,4187,108,0,108,251,0,3,5,.72,SOE
2024-09-29 10:20:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,77508413,89502210,39742422,51544715,77393882,6204105,0,6375455,579715547,0,8,8,1.74,SOE
2024-09-29 10:21:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397641,832926,108267,217021,378586,4630,3,5237,45352,0,43,122,3.84,SOE
2024-09-29 10:21:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307710,1661505,284296,472004,171667,3830,3,5801,62422,0,519,2328,3.52,SOE
2024-09-29 10:21:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226947,226947,21116184,308269429,226947,11364,34,11364,20981506,0,71,124,0,SOE
2024-09-29 10:21:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4188,4188,4194,5780,4188,108,0,108,251,0,3,5,.72,SOE
2024-09-29 10:21:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,77906899,89900694,39916352,51745908,77792368,6236086,6,6407438,584243960,0,5,111,1.74,SOE
2024-09-29 10:22:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397648,832933,108273,217027,378593,4630,3,5237,45627,0,43,122,3.84,SOE
2024-09-29 10:22:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307713,1661508,284299,472007,171670,3830,3,5801,62469,0,519,2328,3.52,SOE
2024-09-29 10:22:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226949,226949,21121010,308283203,226949,11364,24,11364,21102510,0,71,124,0,SOE
2024-09-29 10:22:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4190,4190,4196,5782,4190,108,0,108,251,0,3,5,.72,SOE
2024-09-29 10:22:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,78306293,90300089,40115030,51978068,78191766,6265485,3,6436838,588312108,0,4,103,1.74,SOE
2024-09-29 10:23:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397668,832959,108277,217031,378612,4630,3,5238,45702,0,43,122,3.84,SOE
2024-09-29 10:23:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307720,1661519,284301,472009,171676,3830,3,5801,62469,0,519,2328,3.52,SOE
2024-09-29 10:23:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226951,226951,21125432,308297756,226951,11364,20,11364,21199255,0,71,124,0,SOE
2024-09-29 10:23:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4192,4192,4198,5784,4192,108,0,108,251,0,3,5,.72,SOE
2024-09-29 10:23:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,78706641,90700436,40318684,52215091,78592124,6297249,0,6468605,592592411,0,88,95,1.74,SOE
2024-09-29 10:24:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397680,832971,108280,217034,378624,4630,3,5238,45817,0,43,122,3.84,SOE
2024-09-29 10:24:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307725,1661524,284302,472010,171681,3830,3,5802,62469,0,519,2328,3.52,SOE
2024-09-29 10:24:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226952,226952,21127771,308309950,226952,11364,25,11364,21253179,0,71,124,0,SOE
2024-09-29 10:24:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4193,4193,4199,5785,4193,108,0,108,251,0,3,5,.72,SOE
2024-09-29 10:24:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,79085915,91079709,40488689,52433062,78971397,6326719,2,6498075,595358092,0,6,84,1.74,SOE
2024-09-29 10:25:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397705,832996,108283,217037,378649,4632,3,5240,45819,0,43,122,3.84,SOE
2024-09-29 10:25:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307728,1661527,284304,472012,171684,3830,3,5802,62471,0,519,2328,3.52,SOE
2024-09-29 10:25:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226954,226954,21130256,308320474,226954,11364,31,11364,21320424,0,71,124,0,SOE
2024-09-29 10:25:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4195,4195,4201,5787,4195,108,0,108,251,0,3,5,.72,SOE
2024-09-29 10:25:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,79419343,91413136,40632061,52615830,79304826,6368158,1,6539515,598664448,0,122,125,1.74,SOE
2024-09-29 10:26:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397720,833011,108291,217045,378664,4634,3,5241,46072,0,43,122,3.84,SOE
2024-09-29 10:26:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307734,1661533,284305,472013,171690,3830,3,5802,62471,0,519,2328,3.52,SOE
2024-09-29 10:26:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226955,226955,21134124,308333006,226955,11364,27,11364,21425863,0,71,124,0,SOE
2024-09-29 10:26:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4196,4196,4202,5788,4196,108,0,108,251,0,3,5,.72,SOE
2024-09-29 10:26:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,79823084,91816880,40819077,52832727,79708568,6396880,2,6568240,603022703,0,7,105,1.74,SOE
2024-09-29 10:27:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397730,833021,108296,217050,378674,4634,3,5242,46186,0,43,122,3.84,SOE
2024-09-29 10:27:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307737,1661536,284308,472016,171693,3830,3,5802,62482,0,519,2328,3.52,SOE
2024-09-29 10:27:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226957,226957,21138080,308348104,226957,11364,19,11364,21506283,0,71,124,0,SOE
2024-09-29 10:27:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4198,4198,4204,5790,4198,108,0,108,254,0,3,5,.73,SOE
2024-09-29 10:27:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,80216877,92210678,41024782,53086081,80102362,6428851,0,6600213,606269008,0,11,39,1.74,SOE
2024-09-29 10:28:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397739,833030,108302,217056,378683,4634,3,5242,46259,0,43,122,3.84,SOE
2024-09-29 10:28:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307740,1661539,284310,472018,171696,3830,3,5802,62482,0,519,2328,3.52,SOE
2024-09-29 10:28:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226959,226959,21139943,308361343,226959,11364,16,11364,21535253,0,71,124,0,SOE
2024-09-29 10:28:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4200,4200,4206,5792,4200,108,0,108,254,0,3,5,.73,SOE
2024-09-29 10:28:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,80619353,92613153,41200605,53324913,80504842,6459557,1,6630920,608136744,0,11,77,1.74,SOE
2024-09-29 10:29:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397750,833041,108305,217059,378694,4636,3,5244,46270,0,43,122,3.84,SOE
2024-09-29 10:29:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307745,1661544,284311,472019,171701,3830,3,5802,62482,0,519,2328,3.52,SOE
2024-09-29 10:29:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226960,226960,21141565,308374753,226960,11364,15,11364,21557216,0,71,124,0,SOE
2024-09-29 10:29:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4201,4201,4207,5793,4201,108,0,108,256,0,3,5,.73,SOE
2024-09-29 10:29:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,81021479,93015276,41372703,53559651,80906977,6491878,0,6663242,609891712,0,11,77,1.74,SOE
2024-09-29 10:30:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397787,833087,108309,217063,378729,4637,3,5245,46321,0,43,122,3.84,SOE
2024-09-29 10:30:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307748,1661547,284313,472021,171704,3830,3,5802,62482,0,519,2328,3.52,SOE
2024-09-29 10:30:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226962,226962,21143072,308386955,226962,11364,25,11364,21589915,0,71,124,0,SOE
2024-09-29 10:30:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4203,4203,4209,5795,4203,108,0,108,256,0,3,5,.73,SOE
2024-09-29 10:30:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,81424277,93418072,41530584,53778175,81309783,6523418,0,6694783,611795728,0,11,92,1.74,SOE
2024-09-29 10:31:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397812,833172,108315,217069,378744,4641,3,5249,46392,0,43,122,3.84,SOE
2024-09-29 10:31:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307755,1661554,284315,472023,171711,3831,3,5802,62482,0,519,2328,3.52,SOE
2024-09-29 10:31:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226964,226964,21146258,308401521,226964,11364,15,11364,21646868,0,71,124,0,SOE
2024-09-29 10:31:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4205,4205,4211,5797,4205,108,0,108,256,0,3,5,.73,SOE
2024-09-29 10:31:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,81819500,93813292,41737519,54041904,81705007,6558172,1,6729540,614741853,0,87,88,1.74,SOE
2024-09-29 10:32:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397817,833177,108316,217070,378749,4641,3,5249,46392,0,43,122,3.84,SOE
2024-09-29 10:32:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307757,1661556,284317,472025,171713,3831,3,5802,62529,0,519,2328,3.52,SOE
2024-09-29 10:32:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226965,226965,21148227,308415098,226965,11364,16,11364,21677903,0,71,124,0,SOE
2024-09-29 10:32:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4206,4206,4212,5798,4206,108,0,108,256,0,3,5,.73,SOE
2024-09-29 10:32:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,82225744,94219531,41914238,54281093,82111259,6590590,0,6761962,616656315,0,4,75,1.74,SOE
2024-09-29 10:33:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397867,833233,108325,217083,378798,4646,3,5254,46548,0,43,122,3.84,SOE
2024-09-29 10:33:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307786,1661589,284330,472038,171741,3841,3,5812,62831,0,519,2328,3.52,SOE
2024-09-29 10:33:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226967,226967,21149475,308428317,226967,11364,11,11364,21690504,0,71,124,0,SOE
2024-09-29 10:33:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4208,4208,4214,5800,4208,108,0,108,257,0,3,5,.73,SOE
2024-09-29 10:33:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,82626406,94620192,42090635,54525124,82511925,6622385,0,6793758,617910146,0,4,50,1.74,SOE
2024-09-29 10:34:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,398034,833406,108335,217093,378964,4659,3,5267,46812,0,43,122,3.84,SOE
2024-09-29 10:34:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307908,1662759,284336,472044,171782,3843,3,5821,63009,0,519,2328,3.52,SOE
2024-09-29 10:34:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226968,226968,21152145,308441461,226968,11364,17,11364,21743418,0,71,124,0,SOE
2024-09-29 10:34:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4209,4209,4215,5801,4209,110,0,110,257,0,3,5,.73,SOE
2024-09-29 10:34:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,83038077,95031862,42281726,54763693,82923592,6652139,1,6823514,620803294,0,5,89,1.74,SOE
2024-09-29 10:35:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,398041,833413,108342,217100,378971,4659,3,5267,46978,0,43,122,3.84,SOE
2024-09-29 10:35:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307911,1662762,284411,472119,171785,3843,4,5821,64300,0,519,2328,3.52,SOE
2024-09-29 10:35:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226970,226970,21154250,308454522,226970,11364,16,11364,21778696,0,71,124,0,SOE
2024-09-29 10:35:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4211,4211,4217,5803,4211,110,0,110,257,0,3,5,.73,SOE
2024-09-29 10:35:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,83456041,95449825,42474799,55016639,83341558,6685322,1,6856698,623219397,0,4,89,1.73,SOE
2024-09-29 10:36:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,398057,833432,108346,217104,378986,4659,3,5268,47001,0,43,122,3.84,SOE
2024-09-29 10:36:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307918,1662769,284413,472121,171792,3843,4,5821,64300,0,519,2328,3.52,SOE
2024-09-29 10:36:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226972,226972,21156010,308467478,226972,11364,13,11364,21803245,0,71,124,0,SOE
2024-09-29 10:36:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4213,4213,4219,5805,4213,110,0,110,257,0,3,5,.73,SOE
2024-09-29 10:36:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,83865646,95859433,42652241,55257107,83751169,6718322,3,6889703,624980000,0,19,61,1.73,SOE
2024-09-29 10:37:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,398063,833438,108349,217107,378992,4660,3,5268,47054,0,43,122,3.84,SOE
2024-09-29 10:37:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307920,1662771,284415,472123,171794,3843,4,5821,64311,0,519,2328,3.52,SOE
2024-09-29 10:37:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226973,226973,21158904,308480412,226973,11364,17,11364,21855573,0,71,124,0,SOE
2024-09-29 10:37:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4214,4214,4220,5806,4214,110,0,110,259,0,3,5,.73,SOE
2024-09-29 10:37:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,84278696,96272478,42842960,55497751,84164225,6751419,0,6922801,627912595,0,4,63,1.73,SOE
2024-09-29 10:38:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,398071,833446,108353,217111,379000,4660,3,5268,47120,0,43,122,3.84,SOE
2024-09-29 10:38:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307923,1662774,284417,472125,171797,3843,4,5821,64311,0,519,2328,3.52,SOE
2024-09-29 10:38:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226975,226975,21161804,308493694,226975,11364,22,11364,21918240,0,71,124,0,SOE
2024-09-29 10:38:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4216,4216,4222,5808,4216,110,0,110,259,0,3,5,.73,SOE
2024-09-29 10:38:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,84687806,96681587,43038821,55741945,84573337,6782846,1,6954233,631178343,0,5,100,1.73,SOE
2024-09-29 10:39:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,398085,833460,108358,217116,379014,4660,3,5268,47136,0,43,122,3.84,SOE
2024-09-29 10:39:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307928,1662779,284418,472126,171802,3843,4,5821,64311,0,519,2328,3.52,SOE
2024-09-29 10:39:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226976,226976,21163501,308506866,226976,11364,14,11364,21942734,0,71,124,0,SOE
2024-09-29 10:39:03,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4217,4217,4223,5809,4217,110,0,110,260,0,3,5,.73,SOE
2024-09-29 10:39:03,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,85079786,97073568,43209146,55978997,84965321,6815369,2,6986757,632675266,0,82,83,1.73,SOE
2024-09-29 10:40:03,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,398093,833468,108363,217121,379022,4660,3,5268,47212,0,43,122,3.84,SOE
2024-09-29 10:40:03,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307931,1662782,284420,472128,171805,3843,4,5821,64311,0,519,2328,3.52,SOE
2024-09-29 10:40:03,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226978,226978,21166023,308520083,226978,11364,17,11364,21988470,0,71,124,0,SOE
