snaptime,disk,file#,name,phyrds,phyblkrd,phywrts,phyblkwrt,singleblkrds,singleblkrdtim,avgiotim,readtim,writetim,miniotim,maxiortm,maxiowtm,rw_ratio,global_name
2024-09-29 09:37:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,60550698,72544577,32021816,41647119,60436062,4917815,1,5089088,471531244,0,6,78,1.74,SOE
2024-09-29 09:38:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396233,830729,107988,216692,377258,4554,6,5158,41845,0,43,122,3.83,SOE
2024-09-29 09:38:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307006,1656793,284004,471652,171274,3809,4,5760,59422,0,519,2328,3.51,SOE
2024-09-29 09:38:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226878,226878,21010785,307717227,226878,11364,14,11364,18715756,0,71,124,0,SOE
2024-09-29 09:38:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4119,4119,4125,5711,4119,103,0,103,216,0,3,5,.72,SOE
2024-09-29 09:38:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,60949288,72943165,32199142,41888836,60834655,4950789,1,5122064,473166344,0,5,47,1.74,SOE
2024-09-29 09:39:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396246,830742,107993,216697,377271,4554,6,5158,41877,0,43,122,3.83,SOE
2024-09-29 09:39:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307012,1656799,284006,471654,171280,3809,4,5760,59425,0,519,2328,3.51,SOE
2024-09-29 09:39:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226880,226880,21011842,307730099,226880,11364,10,11364,18724184,0,71,124,0,SOE
2024-09-29 09:39:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4121,4121,4127,5713,4121,103,0,103,220,0,3,5,.72,SOE
2024-09-29 09:39:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,61337591,73331466,32364496,42121921,61222957,4981025,1,5152301,473994837,0,5,45,1.74,SOE
2024-09-29 09:40:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396253,830749,107995,216699,377278,4555,5,5159,41880,0,43,122,3.83,SOE
2024-09-29 09:40:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307014,1656801,284007,471655,171282,3809,4,5760,59425,0,519,2328,3.51,SOE
2024-09-29 09:40:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226881,226881,21013964,307743117,226881,11364,19,11364,18765397,0,71,124,0,SOE
2024-09-29 09:40:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4122,4122,4128,5714,4122,103,0,103,220,0,3,5,.72,SOE
2024-09-29 09:40:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,61731177,73725047,32543330,42354518,61616540,5012596,2,5183874,476544158,0,22,45,1.74,SOE
2024-09-29 09:41:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396275,830832,108000,216704,377291,4555,5,5160,41904,0,43,122,3.83,SOE
2024-09-29 09:41:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307021,1656808,284009,471657,171289,3809,4,5760,59425,0,519,2328,3.51,SOE
2024-09-29 09:41:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226883,226883,21015654,307756109,226883,11364,13,11364,18788533,0,71,124,0,SOE
2024-09-29 09:41:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4124,4124,4130,5716,4124,103,0,103,220,0,3,5,.72,SOE
2024-09-29 09:41:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,62123173,74117041,32719262,42592390,62008537,5046331,3,5217608,478267456,0,71,78,1.74,SOE
2024-09-29 09:42:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396285,830842,108003,216707,377301,4556,5,5160,41919,0,43,122,3.83,SOE
2024-09-29 09:42:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307024,1656811,284012,471660,171292,3809,4,5760,59465,0,519,2328,3.51,SOE
2024-09-29 09:42:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226885,226885,21017446,307768736,226885,11364,23,11364,18825314,0,71,124,0,SOE
2024-09-29 09:42:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4126,4126,4132,5718,4126,103,0,103,220,0,3,5,.72,SOE
2024-09-29 09:42:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,62524431,74518298,32891836,42815712,62409805,5078319,0,5249597,480645713,0,63,91,1.74,SOE
2024-09-29 09:43:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396330,830902,108006,216710,377343,4558,5,5162,41993,0,43,122,3.83,SOE
2024-09-29 09:43:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307030,1656821,284013,471661,171297,3809,4,5760,59465,0,519,2328,3.51,SOE
2024-09-29 09:43:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226886,226886,21019694,307782546,226886,11364,15,11364,18861598,0,71,124,0,SOE
2024-09-29 09:43:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4127,4127,4133,5719,4127,103,0,103,220,0,3,5,.72,SOE
2024-09-29 09:43:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,62921136,74915004,33085891,43065887,62806519,5111377,0,5282659,483069128,0,19,53,1.74,SOE
2024-09-29 09:44:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396341,830913,108009,216713,377354,4558,5,5163,42010,0,43,122,3.83,SOE
2024-09-29 09:44:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307036,1656827,284015,471663,171303,3809,4,5760,59465,0,519,2328,3.51,SOE
2024-09-29 09:44:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226888,226888,21021577,307795659,226888,11364,17,11364,18892789,0,71,124,0,SOE
2024-09-29 09:44:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4129,4129,4135,5721,4129,103,0,103,220,0,3,5,.72,SOE
2024-09-29 09:44:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,63317534,75311399,33261438,43295810,63202923,5142907,2,5314192,485159219,0,4,73,1.74,SOE
2024-09-29 09:45:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396355,830927,108014,216718,377368,4559,5,5163,42055,0,43,122,3.83,SOE
2024-09-29 09:45:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307039,1656830,284017,471665,171306,3809,4,5760,59465,0,519,2328,3.51,SOE
2024-09-29 09:45:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226890,226890,21023419,307808871,226890,11364,14,11364,18921563,0,71,124,0,SOE
2024-09-29 09:45:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4131,4131,4137,5723,4131,103,0,103,221,0,3,5,.72,SOE
2024-09-29 09:45:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,63709745,75703604,33439359,43529539,63595139,5175454,1,5346742,487239694,0,65,80,1.74,SOE
2024-09-29 09:46:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396368,830940,108021,216725,377381,4559,5,5164,42144,0,43,122,3.83,SOE
2024-09-29 09:46:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307045,1656836,284018,471666,171312,3809,4,5760,59465,0,519,2328,3.51,SOE
2024-09-29 09:46:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226891,226891,21025157,307821884,226891,11364,18,11364,18950638,0,71,124,0,SOE
2024-09-29 09:46:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4132,4132,4138,5724,4132,103,0,103,224,0,3,5,.72,SOE
2024-09-29 09:46:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,64104626,76098474,33612259,43755798,63990029,5206695,14,5377983,489318454,0,30,74,1.74,SOE
2024-09-29 09:47:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396374,830946,108023,216727,377387,4559,5,5164,42144,0,43,122,3.83,SOE
2024-09-29 09:47:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307048,1656839,284021,471669,171315,3809,4,5760,59479,0,519,2328,3.51,SOE
2024-09-29 09:47:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226893,226893,21027659,307835388,226893,11364,14,11364,18992093,0,71,124,0,SOE
2024-09-29 09:47:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4134,4134,4140,5726,4134,103,0,103,224,0,3,5,.72,SOE
2024-09-29 09:47:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,64501642,76495492,33800158,43999635,64387050,5238729,1,5410018,491696249,0,6,28,1.74,SOE
2024-09-29 09:48:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396419,830991,108032,216740,377432,4563,5,5167,42486,0,43,122,3.83,SOE
2024-09-29 09:48:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307073,1656864,284035,471683,171340,3812,4,5763,60150,0,519,2328,3.51,SOE
2024-09-29 09:48:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226894,226894,21029807,307848024,226894,11364,21,11364,19029381,0,71,124,0,SOE
2024-09-29 09:48:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4135,4135,4141,5727,4135,103,0,103,224,0,3,5,.72,SOE
2024-09-29 09:48:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,64898499,76892343,33971514,44222912,64783911,5269497,0,5440787,494026893,0,6,84,1.74,SOE
2024-09-29 09:49:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396568,831140,108039,216747,377581,4571,4,5176,42513,0,43,122,3.83,SOE
2024-09-29 09:49:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307196,1658035,284042,471690,171382,3814,4,5769,60502,0,519,2328,3.52,SOE
2024-09-29 09:49:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226896,226896,21033200,307861868,226896,11364,24,11364,19125365,0,71,124,0,SOE
2024-09-29 09:49:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4137,4137,4143,5729,4137,103,0,103,224,0,3,5,.72,SOE
2024-09-29 09:49:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,65291451,77285292,34163251,44456477,65176862,5300192,7,5471484,497923627,0,62,106,1.74,SOE
2024-09-29 09:50:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396578,831150,108046,216754,377591,4574,4,5178,42588,0,43,122,3.83,SOE
2024-09-29 09:50:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307199,1658038,284083,471756,171385,3814,4,5769,60723,0,519,2328,3.51,SOE
2024-09-29 09:50:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226898,226898,21035506,307875410,226898,11364,18,11364,19167016,0,71,124,0,SOE
2024-09-29 09:50:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4139,4139,4145,5731,4139,103,0,103,226,0,3,5,.72,SOE
2024-09-29 09:50:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,65684857,77678697,34346942,44694654,65570274,5332267,0,5503562,500480008,0,37,84,1.74,SOE
2024-09-29 09:51:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396605,831237,108050,216758,377608,4576,4,5180,42775,0,43,122,3.83,SOE
2024-09-29 09:51:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307205,1658044,284084,471757,171391,3814,4,5769,60723,0,519,2328,3.51,SOE
2024-09-29 09:51:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226899,226899,21038209,307888531,226899,11364,23,11364,19225741,0,71,124,0,SOE
2024-09-29 09:51:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4140,4140,4146,5732,4140,103,0,103,226,0,3,5,.72,SOE
2024-09-29 09:51:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,66079351,78073190,34527766,44917522,65964771,5364395,1,5535690,503601697,0,3,74,1.74,SOE
2024-09-29 09:52:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396701,831339,108056,216764,377703,4580,4,5184,42848,0,43,122,3.84,SOE
2024-09-29 09:52:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307262,1658453,284087,471760,171407,3816,4,5774,60725,0,519,2328,3.52,SOE
2024-09-29 09:52:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226901,226901,21041136,307902433,226901,11364,21,11364,19292138,0,71,124,0,SOE
2024-09-29 09:52:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4142,4142,4148,5734,4142,103,0,103,226,0,3,5,.72,SOE
2024-09-29 09:52:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,66475517,78469357,34720497,45156789,66360935,5394806,1,5566100,506829964,0,0,6,1.74,SOE
2024-09-29 09:53:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396720,831364,108061,216769,377721,4580,4,5185,42937,0,43,122,3.84,SOE
2024-09-29 09:53:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307302,1658994,284102,471775,171424,3818,4,5781,61000,0,519,2328,3.52,SOE
2024-09-29 09:53:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226903,226903,21044642,307914949,226903,11364,20,11364,19381549,0,71,124,0,SOE
2024-09-29 09:53:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4144,4144,4150,5736,4144,103,0,103,226,0,3,5,.72,SOE
2024-09-29 09:53:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,66870967,78864805,34906764,45372657,66756381,5424541,5,5595837,511414393,0,4,58,1.74,SOE
2024-09-29 09:54:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396729,831373,108062,216770,377730,4580,4,5185,42937,0,43,122,3.84,SOE
2024-09-29 09:54:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307307,1658999,284103,471776,171429,3818,4,5781,61000,0,519,2328,3.52,SOE
2024-09-29 09:54:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226904,226904,21048164,307927632,226904,11364,32,11364,19476506,0,71,124,0,SOE
2024-09-29 09:54:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4145,4145,4151,5737,4145,103,0,103,226,0,3,5,.72,SOE
2024-09-29 09:54:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,67264339,79258174,35096044,45592265,67149750,5455176,22,5626473,516083671,0,17,108,1.74,SOE
2024-09-29 09:55:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396738,831382,108066,216774,377739,4580,4,5185,42981,0,43,122,3.84,SOE
2024-09-29 09:55:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307310,1659002,284105,471778,171432,3818,4,5781,61000,0,519,2328,3.52,SOE
2024-09-29 09:55:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226906,226906,21052203,307941914,226906,11364,20,11364,19563264,0,71,124,0,SOE
2024-09-29 09:55:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4147,4147,4153,5739,4147,105,0,105,226,0,3,5,.72,SOE
2024-09-29 09:55:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,67662882,79656716,35303877,45839687,67548300,5485888,0,5657189,519933642,0,5,83,1.74,SOE
2024-09-29 09:56:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396756,831403,108071,216779,377756,4582,4,5187,43027,0,43,122,3.84,SOE
2024-09-29 09:56:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307317,1659009,284107,471780,171439,3821,4,5784,61000,0,519,2328,3.52,SOE
2024-09-29 09:56:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226908,226908,21055332,307953307,226908,11364,34,11364,19662365,0,71,124,0,SOE
2024-09-29 09:56:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4149,4149,4155,5741,4149,105,0,105,226,0,3,5,.72,SOE
2024-09-29 09:56:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,68062084,80055918,35473351,46037151,67947509,5516957,0,5688259,524071138,0,9,81,1.74,SOE
2024-09-29 09:57:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396765,831412,108074,216782,377765,4582,4,5187,43077,0,43,122,3.84,SOE
2024-09-29 09:57:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307319,1659011,284109,471782,171441,3821,4,5784,61009,0,519,2328,3.52,SOE
2024-09-29 09:57:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226909,226909,21059536,307966882,226909,11364,24,11364,19767665,0,71,124,0,SOE
2024-09-29 09:57:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4150,4150,4156,5742,4150,105,0,105,226,0,3,5,.72,SOE
2024-09-29 09:57:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,68458529,80452361,35664157,46261718,68343952,5546107,7,5717410,527862579,0,4,102,1.74,SOE
2024-09-29 09:58:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396771,831418,108079,216787,377771,4583,4,5187,43116,0,43,122,3.84,SOE
2024-09-29 09:58:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307322,1659014,284111,471784,171444,3821,4,5784,61009,0,519,2328,3.52,SOE
2024-09-29 09:58:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226911,226911,21063555,307980147,226911,11364,31,11364,19868977,0,71,124,0,SOE
2024-09-29 09:58:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4152,4152,4158,5744,4152,105,0,105,227,0,3,5,.72,SOE
2024-09-29 09:58:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,68853258,80847089,35848888,46475317,68738688,5576981,1,5748287,532409017,0,3,27,1.74,SOE
2024-09-29 09:59:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396818,831471,108082,216790,377817,4584,4,5189,43148,0,43,122,3.84,SOE
2024-09-29 09:59:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307328,1659020,284113,471786,171450,3821,4,5784,61009,0,519,2328,3.52,SOE
2024-09-29 09:59:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226913,226913,21067681,307993284,226913,11364,27,11364,19979306,0,71,124,0,SOE
2024-09-29 09:59:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4154,4154,4160,5746,4154,105,0,105,229,0,3,5,.72,SOE
2024-09-29 09:59:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,69242267,81236097,36031622,46689586,69127697,5604669,10,5775978,535966042,0,3,70,1.74,SOE
2024-09-29 10:00:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396828,831481,108085,216793,377827,4589,4,5194,43238,0,43,122,3.84,SOE
2024-09-29 10:00:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307330,1659022,284114,471787,171452,3821,4,5784,61009,0,519,2328,3.52,SOE
2024-09-29 10:00:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226914,226914,21072310,308007141,226914,11364,21,11364,20087264,0,71,124,0,SOE
2024-09-29 10:00:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4155,4155,4161,5747,4155,105,0,105,229,0,3,5,.72,SOE
2024-09-29 10:00:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,69635781,81629607,36223312,46914487,69521210,5633879,6,5805192,539888551,0,6,95,1.74,SOE
2024-09-29 10:01:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396871,831590,108088,216796,377859,4593,4,5199,43242,0,43,122,3.84,SOE
2024-09-29 10:01:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307337,1659029,284116,471789,171459,3821,4,5784,61009,0,519,2328,3.52,SOE
2024-09-29 10:01:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226916,226916,21076694,308019668,226916,11364,20,11364,20195215,0,71,124,0,SOE
2024-09-29 10:01:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4157,4157,4163,5749,4157,105,0,105,229,0,3,5,.72,SOE
2024-09-29 10:01:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,70032852,82026676,36404518,47127246,69918280,5662784,0,5834097,543819972,0,5,63,1.74,SOE
2024-09-29 10:02:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396879,831598,108093,216801,377867,4594,4,5200,43413,0,43,122,3.84,SOE
2024-09-29 10:02:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307339,1659031,284118,471791,171461,3822,4,5785,61039,0,519,2328,3.52,SOE
2024-09-29 10:02:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226917,226917,21080685,308032622,226917,11364,23,11364,20293555,0,71,124,0,SOE
2024-09-29 10:02:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4158,4158,4164,5750,4158,105,0,105,229,0,3,5,.72,SOE
2024-09-29 10:02:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,70425991,82419815,36588495,47344823,70311412,5691259,6,5862572,547573908,0,4,80,1.74,SOE
2024-09-29 10:03:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,396932,831663,108102,216814,377918,4596,4,5202,43733,0,43,122,3.84,SOE
2024-09-29 10:03:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307368,1659064,284131,471804,171489,3822,4,5785,61548,0,519,2328,3.52,SOE
2024-09-29 10:03:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226919,226919,21084179,308046856,226919,11364,14,11364,20361407,0,71,124,0,SOE
2024-09-29 10:03:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4160,4160,4166,5752,4160,105,0,105,234,0,3,5,.72,SOE
2024-09-29 10:03:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,70816134,82809957,36788016,47600436,70701563,5719435,1,5890750,550360862,0,4,17,1.74,SOE
2024-09-29 10:04:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397083,831814,108108,216820,378069,4598,3,5204,43769,0,43,122,3.84,SOE
2024-09-29 10:04:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307492,1660235,284137,471810,171531,3823,4,5788,61617,0,519,2328,3.52,SOE
2024-09-29 10:04:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226921,226921,21085045,308058623,226921,11364,10,11364,20368007,0,71,124,0,SOE
2024-09-29 10:04:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4162,4162,4168,5754,4162,105,0,105,238,0,3,5,.72,SOE
2024-09-29 10:04:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,71202835,83196658,36950539,47836802,71088268,5746706,1,5918023,550999612,0,87,41,1.74,SOE
2024-09-29 10:05:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397089,831820,108113,216825,378075,4598,3,5205,43775,0,43,122,3.84,SOE
2024-09-29 10:05:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307494,1660237,284180,471888,171533,3823,4,5788,61766,0,519,2328,3.52,SOE
2024-09-29 10:05:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226922,226922,21086058,308070956,226922,11364,9,11364,20376963,0,71,124,0,SOE
2024-09-29 10:05:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4163,4163,4169,5755,4163,105,0,105,238,0,3,5,.72,SOE
2024-09-29 10:05:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,71613356,83607174,37123089,48083894,71498790,5775401,3,5946720,551824465,0,87,41,1.74,SOE
2024-09-29 10:06:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397108,831842,108116,216828,378093,4600,3,5206,43781,0,43,122,3.84,SOE
2024-09-29 10:06:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307500,1660243,284183,471891,171539,3823,4,5788,61774,0,519,2328,3.52,SOE
2024-09-29 10:06:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226924,226924,21086876,308082233,226924,11364,8,11364,20383818,0,71,124,0,SOE
2024-09-29 10:06:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4165,4165,4171,5757,4165,105,0,105,242,0,3,5,.72,SOE
2024-09-29 10:06:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,71980524,83974341,37278412,48305903,71865956,5800689,0,5972010,552566213,0,87,53,1.74,SOE
2024-09-29 10:07:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397145,831885,108124,216836,378129,4600,3,5207,43826,0,43,122,3.84,SOE
2024-09-29 10:07:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307502,1660245,284185,471893,171541,3823,4,5788,61776,0,519,2328,3.52,SOE
2024-09-29 10:07:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226925,226925,21087872,308094406,226925,11364,10,11364,20395203,0,71,124,0,SOE
2024-09-29 10:07:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4166,4166,4172,5758,4166,105,0,105,245,0,3,5,.72,SOE
2024-09-29 10:07:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,72390268,84384087,37453398,48552554,72275706,5827726,1,5999048,553639156,0,87,63,1.74,SOE
2024-09-29 10:08:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397160,831900,108132,216845,378144,4604,3,5211,43849,0,43,122,3.84,SOE
2024-09-29 10:08:02,E:,14,E:\ORADATA\ORCL\SOE\SYSAUX01.DBF,307505,1660248,284187,471895,171544,3823,4,5788,61776,0,519,2328,3.52,SOE
2024-09-29 10:08:02,E:,15,E:\ORADATA\ORCL\SOE\UNDOTBS01.DBF,226927,226927,21088699,308106146,226927,11364,8,11364,20401278,0,71,124,0,SOE
2024-09-29 10:08:02,E:,16,E:\ORADATA\ORCL\SOE\USERS01.DBF,4168,4168,4174,5760,4168,105,0,105,245,0,3,5,.72,SOE
2024-09-29 10:08:02,E:,18,E:\ORADATA\ORCL\SOE\SOE01.DBF,72764936,84758752,37612373,48777807,72650385,5855345,0,6026669,554321158,0,46,48,1.74,SOE
2024-09-29 10:09:02,E:,13,E:\ORADATA\ORCL\SOE\SYSTEM01.DBF,397172,831912,108136,216849,378156,4605,3,5211,43864,0,43,122,3.84,SOE
